0.0010 2.5204753067 0.0022778165 
0.0027 2.4933352723 0.0021624124 
0.0052 2.4540141609 0.0026857515 
0.0086 2.4085782744 0.0025127324 
0.0128 2.3491333978 0.0027285016 
0.0179 2.2874924950 0.0032588019 
0.0237 2.2191318532 0.0029060046 
0.0305 2.1493639137 0.0038349349 
0.0380 2.0746164021 0.0026303011 
0.0464 1.9986136197 0.0035413127 
0.0556 1.9090348128 0.0047014581 
0.0656 1.8078946368 0.0061389069 
0.0765 1.6767129858 0.0089474572 
0.0882 1.4857254301 0.0116152054 
0.1007 1.2198735190 0.0185368354 
