0.996	1.078659299752819e-6	1.5648458727469686e-7 3.59404951295746e-10	5.246644670245959e-11
0.9962	1.965589285697741e-6	2.8405678650143705e-7 6.550162307061103e-10	9.52612720518179e-11
0.9964	3.5809944639763372e-6	5.154515481870316e-7 1.1936339894719696e-9	1.7293050416507172e-10
0.9966	6.521341812475829e-6	9.347660819878971e-7 2.174710185634876e-9	3.138261358075149e-10
0.9968	0.000011867182385556712	1.693319537990181e-6 3.960682220925988e-9	5.691977924989548e-10
0.997	0.000021566180715386252	3.061355476860726e-6 7.2085068784620914e-9	1.0313421311486516e-9
0.9972	0.00003909692963161059	5.514967299887468e-6 1.3103582435272039e-8	1.865366399277935e-9
0.9974	0.00007056999043706904	9.872271601019388e-6 2.376734447961861e-8	3.3630754389082195e-9
0.9976	0.00012640245998634254	0.000017476488730914368 4.294119868153277e-8	6.029156955868549e-9
0.9978	0.00022342499902466313	0.000030355306650582873 7.705596559180902e-8	1.0703828078976901e-8
0.998	0.00038635920229619994	0.000051121527867235844 1.36690069720652e-7	1.8697248367610444e-8
0.9982	0.0006458900099826188	0.00008221077019244572 2.3804366552423958e-7	3.184438322743343e-8
0.9984	0.0010299828411324064	0.000124435132466706 4.0338782428135725e-7	5.2329969729966495e-8
0.9986	0.0015505265075311657	0.00017621718611527315 6.591887458678724e-7	8.225812923779469e-8
0.9988	0.0021967383418199362	0.00023482856687209643 1.0320105908982743e-6	1.2327152709344663e-7
0.999	0.0029433171983271195	0.0002974845752939557 1.5445716651955535e-6	1.7646055736747983e-7
0.9992	0.0037656712067682266	0.0003611935273662378 2.2143641089034485e-6	2.423324813957416e-7
0.9994	0.0046485556251937895	0.0004242699207919658 3.0548625584865756e-6	3.2088965851755803e-7
0.9996	0.0055824496134699	0.0004873358899047057 4.077188188488427e-6	4.120378105616042e-7
0.9998	0.006558543192461681	0.0005522512978536256 5.290651034779923e-6	5.159442932870227e-7
1.	0.007569480678773854	0.0006220639178076059 6.702926710877134e-6	6.332629086875689e-7
1.0002	0.008608838135436631	0.0007006774882669558 8.320338175577177e-6	7.653563437583482e-7
1.0004	0.009669834043041028	0.0007920353209232176 0.000010147909509442365	9.143857130255315e-7
1.0006	0.010743883238154676	0.0008992271679602046 0.000012189146482825484	1.0832290641876547e-6
1.0008	0.011819594636923374	0.001023765630623898 0.00001444558802426028	1.2752398638459788e-6
1.001	0.012881018399859556	0.0011646753003816818 0.000016916023726060225	1.4938270797955821e-6
1.0012	0.013916282762105313	0.0013213416796227211 0.00001959621778161233	1.7421466916183687e-6
1.0014	0.014922808745903852	0.0014975069123863045 0.000022480658678811338	2.0236669824463115e-6
1.0016	0.01588208131344691	0.0016944928917622627 0.000025562284503328397	2.3425748511481746e-6
1.0018	0.016739715117756043	0.0018984997183872027 0.000028826751186775087	2.70197127802675e-6
1.002	0.01742970978889048	0.0020816195525703773 0.000032246897736649426	3.100564922150006e-6
1.0022	0.017923610772254187	0.0022221655704669947 0.000035785435244772085	3.531732715280001e-6
1.0024	0.018244233964406505	0.002317218681007408 0.000039404738337082395	3.9863705681970915e-6
1.0026	0.01843865440973685	0.0023762171339710043 0.00004307472579858117	4.456213123839682e-6
1.0028	0.018551614128506786	0.0024109510545207644 0.00004677479922962123	4.9352462622188006e-6
1.003	0.01861560880435487	0.0024307777539692398 0.00005049213388750287	5.41960705547644e-6
