0 1.18347 0.888297 0.962856 1.3084
0.05 0.114387 0.189193 -0.131423 0.26172
0.1 -0.37551 0.0204577 -0.00259754 0.01794
0.15 -0.34053 0.00760363 -0.000227571 0.00459756
0.2 -0.331236 0.00432944 -0.00281062 0.00226388
0.25 -0.309882 0.00288679 -0.000284748 0.00137086
0.3 -0.294736 0.00204307 0.0014771 0.0009095
0.35 -0.283196 0.00149008 0.000971974 0.000653542
0.4 -0.268412 0.00114645 -0.00036369 0.00050055
0.45 -0.255213 0.000916512 -1.87787e-05 0.000387704
0.5 -0.24415 0.000730941 2.57682e-05 0.000318648
0.55 -0.232089 0.000605373 -2.38831e-05 0.000262144
0.6 -0.221562 0.000507155 5.47744e-05 0.000220915
0.65 -0.211123 0.000423212 5.1788e-05 0.000194979
0.7 -0.202068 0.000360552 -0.000139561 0.000174074
0.75 -0.192422 0.000302979 -0.000243703 0.000156003
0.8 -0.183677 0.000262197 -6.03977e-05 0.000139101
0.85 -0.175972 0.000232115 -4.88095e-05 0.000127189
0.9 -0.167504 0.000197138 1.49713e-05 0.000117545
0.95 -0.160564 0.000174462 -9.36287e-05 0.000105812
1 -0.153177 0.00015363 -0.00012531 0.000100517
1.05 -0.146885 0.000136966 0.000158919 9.34175e-05
1.1 -0.140224 0.000120062 4.58574e-05 8.83251e-05
1.15 -0.134326 0.000108838 1.26229e-05 8.21091e-05
1.2 -0.128614 9.50926e-05 0.000132909 7.59219e-05
1.25 -0.123484 8.5576e-05 -0.000134581 7.26538e-05
1.3 -0.118344 7.70303e-05 -3.34011e-05 6.95008e-05
1.35 -0.11344 6.85364e-05 5.83921e-05 6.61392e-05
1.4 -0.108882 6.24029e-05 -2.65036e-06 6.26648e-05
1.45 -0.104572 5.70325e-05 -0.000140565 6.01632e-05
1.5 -0.10037 5.18355e-05 0.000118397 5.71725e-05
1.55 -0.0964141 4.68229e-05 7.55061e-05 5.40729e-05
1.6 -0.0927783 4.29424e-05 7.44552e-06 5.24063e-05
1.65 -0.0891818 3.94658e-05 -4.60456e-05 5.02616e-05
1.7 -0.0858743 3.505e-05 1.84933e-05 4.74392e-05
1.75 -0.0826496 3.26655e-05 -2.65167e-05 4.54795e-05
1.8 -0.0796472 3.00239e-05 2.40385e-05 4.41903e-05
1.85 -0.0767618 2.71936e-05 -4.17433e-05 4.1546e-05
1.9 -0.0739619 2.50583e-05 9.3822e-06 4.02389e-05
1.95 -0.0713274 2.39224e-05 6.19482e-05 3.84816e-05
2 -0.0688205 2.16163e-05 -5.7563e-05 3.74273e-05
