0.00100 2.52212470 0.00974149 
0.00600 2.45035377 0.01873750 
0.01100 2.37601040 0.01568846 
0.01600 2.31133372 0.02011469 
0.02100 2.25479601 0.02572884 
0.02600 2.19736638 0.02154799 
0.03100 2.15001107 0.02582940 
0.03600 2.10458964 0.02858533 
0.04100 2.06366573 0.03134222 
0.04600 2.02483760 0.03359308 
0.05100 1.99155350 0.02980098 
0.05600 1.95852327 0.02547543 
0.06100 1.93364132 0.02884564 
0.06600 1.90613499 0.02084824 
0.07100 1.88251585 0.02200946 
0.07600 1.85482801 0.00922421 
0.08100 1.83294713 0.00711198 
0.08600 1.80617198 0.00148414 
0.09100 1.78577284 0.00067689 
0.09600 1.76214408 0.00054650 
0.10100 1.73734175 0.00046962 
