0 1.87308 0.0438824 -0.0372092 0.0479233
0.05 1.86701 0.0362927 -0.0254002 0.038659
0.1 1.85437 0.0710895 0.0369306 0.0503203
0.15 1.9383 0.0531223 0.0441613 0.0392401
0.2 1.90834 0.0748482 -0.0161131 0.0509292
0.25 1.87538 0.0438673 0.00804309 0.0407574
0.3 1.88243 0.0530157 0.0139825 0.0521417
0.35 1.80146 0.0653375 0.161603 0.0607415
0.4 1.75669 0.0433801 0.00591615 0.0446072
0.45 1.60443 0.0708856 -0.0307101 0.0584277
0.5 1.50893 0.0698143 -0.0730645 0.116386
0.55 1.75867 0.243236 0.309087 0.29083
0.6 1.44351 0.0521637 -0.0960799 0.0517511
0.65 1.19131 0.0517696 -0.0186841 0.058051
0.7 0.933962 0.0643855 0.0195438 0.0590207
0.75 0.68016 0.0541107 -0.0149321 0.0529033
0.8 0.170437 0.0605174 0.105993 0.0666404
0.85 -0.517291 0.0394118 0.0083708 0.0416053
0.9 -0.953745 0.0103701 -0.00760059 0.010591
0.95 -0.935907 0.00448188 -0.00329517 0.00451343
1 -0.886341 0.00307765 -0.003699 0.0030736
1.05 -0.847656 0.00232716 0.00103145 0.00240702
1.1 -0.811217 0.00187388 0.00269141 0.00188612
1.15 -0.779218 0.00151614 0.0021886 0.00157018
1.2 -0.743368 0.00125762 -0.000896257 0.00131532
1.25 -0.714663 0.00107201 -0.00063319 0.00113777
1.3 -0.684723 0.00091765 -0.000191857 0.000963227
1.35 -0.655056 0.000797369 -0.000586392 0.000823689
1.4 -0.628641 0.000681187 0.00036653 0.000731248
1.45 -0.602031 0.000606216 0.000458669 0.000653024
1.5 -0.576616 0.000531925 0.000500842 0.000576632
1.55 -0.553609 0.000467475 0.000533219 0.000505887
1.6 -0.531164 0.00041379 0.000251285 0.000448872
1.65 -0.510534 0.000368167 -0.000272288 0.000400182
1.7 -0.489815 0.000327607 -0.000592973 0.000366465
1.75 -0.469993 0.000294023 -0.000567939 0.000334532
1.8 -0.451639 0.000261696 0.000411627 0.000295625
1.85 -0.434709 0.000237821 4.05851e-05 0.000272018
1.9 -0.417888 0.000219447 -8.40585e-05 0.000246975
1.95 -0.402196 0.000192161 2.74298e-06 0.000229656
2 -0.387399 0.000178308 -0.000174907 0.000208124
