0 1.78195 0.000369216 3.90958e-19 7.14603e-19
0.05 1.78421 0.000372737 5.63725e-05 5.82063e-05
0.1 1.79038 0.00038881 -6.0832e-05 0.000129098
0.15 1.80013 0.000418474 0.000230533 0.000211962
0.2 1.81394 0.000494663 -0.00040361 0.00032304
0.25 1.8319 0.000644785 0.000561711 0.000541928
0.3 1.85463 0.00127614 -0.00432619 0.00119428
0.35 1.74146 0.0057231 -4.78016e-05 0.00580835
0.4 1.28049 0.00727272 0.0101743 0.00795162
0.45 0.861122 0.00958481 -0.00710135 0.00777663
0.5 0.586774 0.00864181 0.00198781 0.00550774
0.55 0.394258 0.00424111 -0.0020313 0.00496996
0.6 0.242797 0.00347125 -0.00487509 0.00381084
0.65 0.131418 0.00542563 0.00495696 0.00296654
0.7 0.0527067 0.00239615 -2.05804e-05 0.00259486
0.75 -0.0084037 0.0028384 -0.00123252 0.00250608
0.8 -0.0620978 0.00217844 0.00237302 0.00230363
0.85 -0.104575 0.00259201 0.0033246 0.00193374
0.9 -0.14281 0.00144861 0.00149391 0.00138395
0.95 -0.1641 0.00177649 0.000709504 0.00178157
1 -0.184368 0.000717594 0.000458303 0.000696421
1.05 -0.187265 0.000290998 -0.000376722 0.000358136
1.1 -0.181728 0.000167936 0.000115296 0.000141752
1.15 -0.17336 7.40035e-05 -7.36505e-05 7.57351e-05
1.2 -0.165043 5.13917e-05 -1.21957e-05 5.21607e-05
1.25 -0.157178 3.92742e-05 1.81514e-05 4.04023e-05
1.3 -0.149734 3.13891e-05 -4.85539e-05 3.18791e-05
1.35 -0.142713 2.63115e-05 -1.58459e-06 2.74242e-05
1.4 -0.136122 2.20601e-05 -1.62302e-05 2.35668e-05
1.45 -0.129855 1.9022e-05 2.21764e-05 2.09902e-05
1.5 -0.123963 1.68764e-05 1.86262e-05 1.81229e-05
1.55 -0.118412 1.49611e-05 1.16392e-05 1.6294e-05
1.6 -0.113188 1.32036e-05 7.21136e-06 1.47181e-05
1.65 -0.108235 1.15145e-05 1.72038e-05 1.34116e-05
1.7 -0.103554 1.05168e-05 7.41295e-06 1.2046e-05
1.75 -0.0991599 9.59862e-06 -3.39743e-05 1.10631e-05
1.8 -0.0949902 8.58053e-06 -8.21953e-06 1.03041e-05
1.85 -0.091072 7.66146e-06 9.34624e-06 9.55335e-06
1.9 -0.0873522 6.98687e-06 1.45188e-05 8.94636e-06
1.95 -0.0838465 6.25824e-06 3.46945e-06 8.21539e-06
2 -0.0805134 5.90473e-06 -1.55604e-06 7.64896e-06
